,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,79.867,0.138,0.061,0.396,0.616,0.15,0.459,0.613,10.287
HAT_Reg,72.37,0.144,0.061,0.396,0.616,0.15,0.459,0.613,9.351
ARF_Reg,66.259,0.082,0.06,0.427,0.597,0.188,0.509,0.655,8.597
PA_Reg,35.593,4.932,3.121,7.245,1.295,7.606,3.137,0.622,7.944
