,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,45.27,243.079,6.575,129.23,172.0,95.13,1446.97,444.337,322.824
HAT_Reg,122.172,32.552,7.207,129.201,171.992,95.132,1446.97,444.337,306.195
ARF_Reg,224.559,373.682,6.491,133.335,177.159,91.363,1430.952,339.108,347.081
PA_Reg,458.691,321.589,131.153,117.784,388.423,355.907,1198.661,734.19,463.3
