,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,4.022,11.917,1.497,1.969,78.681,583.131,804.601,899.516,298.167
HAT_Reg,5.299,9.868,1.602,1.953,78.681,583.131,804.601,899.516,298.082
ARF_Reg,2.618,17.933,7.737,1.84,78.368,573.931,1568.601,129.113,297.518
PA_Reg,47.576,74.303,16.193,9.027,80.06,266.99,1257.921,925.668,334.717
