,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,0.447,0.218,1.23,1.491,1.326,2.749,2.196,0.734,1.299
GradientBoosting,0.404,0.275,0.824,0.81,2.572,4.128,1.524,0.707,1.405
LinearSVR,0.723,3.84,47.43,27.113,2.14,3.619,1.606,1.901,11.046
DecisionTree,0.437,0.29,0.863,0.332,1.253,3.487,2.444,2.554,1.457
BayesianRidge,0.462,4.674,6.576,1.913,1.717,2.098,1.892,1.932,2.658
LSTM,0.829,0.792,0.205,2.214,1.974,1.904,2.642,1.454,1.502
