,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,2219.274,4698.939,13901.47,20994.592,24361.284,13069.371,32989.568,4579.049,14601.693
GradientBoosting,2119.419,4000.698,10974.902,13996.48,18253.243,16135.61,13095.514,1324.002,9987.483
LinearSVR,49018.158,36792.906,18090.459,20186.811,139414.138,103960.188,127620.175,98871.111,74244.243
DecisionTree,2133.47,4106.457,10935.703,13912.277,18587.637,16010.93,10513.97,2295.3,9811.968
BayesianRidge,30825.818,3116.148,5446.482,8424.858,57737.37,132002.377,64090.651,76439.681,47260.423
LSTM,3124.426,9829.69,20713.538,46467.296,64099.679,35744.19,25809.757,20616.163,28300.593
