,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,51.14,16.028,21.236,81.318,49.262,30.355,10.296,13.559,34.149
HAT_Reg,51.275,16.151,21.219,81.317,49.262,30.355,10.296,13.559,34.179
ARF_Reg,42.679,13.195,18.972,60.965,24.125,2.65,5.73,1.955,21.284
PA_Reg,4.289,13.345,31.578,71.028,108.664,77.398,15.287,12.331,41.74
