,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,192.592,5.14,7.411,3.634,0.345,0.482,0.894,0.478,26.372
HAT_Reg,37.221,12.185,7.439,3.642,0.345,0.482,0.894,0.478,7.836
ARF_Reg,6.382,66.665,4.41,0.638,0.374,0.443,0.906,0.621,10.055
PA_Reg,116.693,135.528,31.487,30.984,4.221,5.924,0.962,2.312,41.014
