,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,949.722,441.027,70.254,20.864,39.673,51.142,366.96,360.232,287.484
HAT_Reg,172.897,551.351,70.5,20.687,39.743,51.154,366.957,360.232,204.19
ARF_Reg,2525.606,1113.046,54.907,16.624,36.968,33.865,325.052,315.847,552.739
PA_Reg,2116.59,769.096,213.305,153.853,230.614,849.818,408.026,379.799,640.138
