,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,1060.636,441.452,158.196,855.818,5138.116,13088.97,17928.885,17887.799,7069.984
GradientBoosting,784.164,434.091,180.391,872.089,4793.292,11442.929,14883.693,11573.331,5620.497
LinearSVR,74329.813,98642.778,8319.582,2640.555,5735.014,4483.546,22084.251,34371.286,31325.853
DecisionTree,695.47,529.01,225.203,935.113,4903.363,11714.71,15614.54,13043.871,5957.66
BayesianRidge,3603.802,1136.324,1186.502,772.87,5032.858,14567.643,17541.03,44255.484,11012.064
LSTM,1348.495,591.006,549.859,1353.685,6226.694,14666.875,34542.785,8136.773,8427.021
