,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,1.824,1.025,0.288,0.452,0.732,0.804,0.446,1.076,0.831
GradientBoosting,1.433,0.962,0.321,0.451,0.677,0.664,0.364,0.694,0.696
LinearSVR,176.525,201.895,14.911,1.704,0.856,0.282,0.552,2.165,49.861
DecisionTree,1.29,1.066,0.343,0.557,0.694,0.673,0.386,0.746,0.719
BayesianRidge,4.841,2.514,2.083,0.609,0.703,0.909,0.44,2.682,1.848
LSTM,1.326,1.21,0.968,0.758,0.897,0.931,0.913,0.444,0.931
