,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,532.845,1189.336,843.483,1754.684,3689.086,5288.007,5206.463,131.629,2329.442
HAT_Reg,736.267,1160.647,843.496,1754.684,3689.086,5288.007,5206.463,131.629,2351.285
ARF_Reg,801.195,1505.691,839.481,1740.511,639.385,1661.735,4768.666,114.428,1508.886
PA_Reg,3926.325,6576.268,3025.848,8168.251,9666.245,17188.228,8928.61,2688.112,7520.986
