,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,6.141,6.879,0.222,0.531,0.723,0.832,1.062,4.181,2.571
HAT_Reg,17.084,20.266,0.223,0.528,0.723,0.832,1.062,4.181,5.612
ARF_Reg,2.395,93.359,0.225,0.355,0.684,0.79,1.568,3.842,12.902
PA_Reg,25.061,11.709,4.105,5.613,1.565,0.386,2.62,0.869,6.491
