,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,1.86,1.388,0.87,0.337,0.491,0.667,0.94,0.202,0.844
GradientBoosting,1.498,0.637,0.917,0.351,0.339,0.64,0.814,0.048,0.656
LinearSVR,656.249,1205.235,7.061,0.643,1.331,0.49,0.703,0.434,234.018
DecisionTree,1.739,0.334,0.379,0.702,0.416,0.699,0.874,0.077,0.652
BayesianRidge,12.786,2.094,4.6,2.222,0.541,0.404,0.909,0.713,3.034
LSTM,1.305,1.516,1.351,0.274,0.614,0.624,0.939,0.698,0.915
