,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,0.774,1.038,1.004,0.475,0.392,0.752,0.766,0.279,0.685
GradientBoosting,0.755,1.138,1.211,0.317,0.458,0.624,0.654,0.257,0.677
LinearSVR,11.502,12.626,9.237,0.649,0.528,0.536,0.569,0.74,4.548
DecisionTree,0.775,1.893,2.439,0.507,0.565,0.756,0.641,0.234,0.976
BayesianRidge,0.553,1.74,3.238,0.788,0.525,0.737,0.846,0.571,1.125
LSTM,0.458,0.985,3.035,0.356,0.912,0.888,0.863,0.742,1.03
