,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,1132.508,1472.714,1410.496,679.825,1180.806,1676.228,498.109,1687.892,1217.322
GradientBoosting,1089.896,1155.246,787.104,1337.078,410.926,774.91,800.978,1480.82,979.62
LinearSVR,20937.492,5077.469,27212.188,20725.79,12066.898,32083.995,9196.401,10519.363,17227.45
DecisionTree,1060.933,1128.823,765.463,1265.393,553.1,939.11,1268.183,1593.286,1071.787
BayesianRidge,37889.038,2124.167,3976.478,2062.875,2236.358,4608.607,2173.128,4468.948,7442.45
LSTM,1969.969,2924.021,3553.591,3190.35,1747.853,2107.758,1297.692,3620.818,2551.506
