,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,4304.059,1292.715,2440.714,1716.75,1148.643,4630.36,10270.827,8970.33,4346.8
GradientBoosting,4175.457,437.03,1137.614,971.733,440.703,4034.664,8932.643,7990.916,3515.095
LinearSVR,231128.12,672933.764,150570.792,252095.954,2369.57,3679.111,15503.0,9775.797,167257.014
DecisionTree,4013.103,422.583,1278.357,1767.44,385.327,3991.427,7192.283,17368.957,4552.435
BayesianRidge,236842.524,428814.041,5003.118,536.541,380.042,4904.962,10831.113,6729.888,86755.279
LSTM,8132.554,5315.226,3884.971,2061.302,912.385,6067.04,14396.521,17507.894,7284.737
