,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,184.329,604.433,44.287,36.564,20.949,416.209,873.218,126.524,288.314
HAT_Reg,225.367,573.696,44.356,36.527,20.954,416.209,873.218,126.524,289.606
ARF_Reg,200.485,981.399,42.672,30.183,19.984,406.74,862.304,143.801,335.946
PA_Reg,17238.953,6053.962,1417.648,1838.528,380.489,489.579,2495.872,1119.813,3879.356
