,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,2.144,6.128,0.174,0.385,0.423,0.372,0.176,0.001,1.225
HAT_Reg,1.72,6.005,0.207,0.338,0.422,0.372,0.176,0.001,1.155
ARF_Reg,2.414,0.279,1.943,1.058,0.379,0.524,0.314,0.13,0.88
PA_Reg,13.0,81.234,24.735,42.886,17.971,3.107,4.13,0.0,23.383
