,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,2.115,0.257,1.989,0.541,0.687,0.145,0.775,0.764,0.909
HAT_Reg,7.374,0.354,2.006,0.525,0.707,0.145,0.775,0.764,1.581
ARF_Reg,7.737,3.549,2.154,0.298,2.541,0.164,0.744,0.774,2.245
PA_Reg,9.286,3.476,37.016,25.257,26.285,2.176,0.74,0.973,13.151
