,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,RMSE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,140.688,139.377,14.782,3.314,16.579,24.035,183.647,262.107,98.066
HAT_Reg,72.327,194.702,14.783,3.296,16.574,24.034,183.647,262.107,96.434
ARF_Reg,35.177,229.353,14.376,6.541,14.982,22.403,179.34,259.131,95.163
PA_Reg,183.738,87.521,32.228,8.89,15.853,13.698,152.009,1.848,61.973
