,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,109.051,211.513,2.268,0.184,0.335,0.798,0.631,1.559,40.793
HAT_Reg,49.141,134.053,2.265,0.184,0.335,0.798,0.631,1.559,23.621
ARF_Reg,49.626,151.701,4.026,0.219,0.334,0.8,0.625,0.8,26.016
PA_Reg,131.005,285.969,45.538,2.083,6.625,2.718,5.53,19.627,62.387
