,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,6178.042,4652.667,913.482,1060.521,2150.235,1951.627,1722.81,6834.671,3183.007
HAT_Reg,2484.3,2527.004,915.776,1060.833,2150.19,1951.627,1722.81,6834.671,2455.902
ARF_Reg,11002.26,15051.154,791.021,895.248,3149.553,1956.913,3689.651,5471.03,5250.854
PA_Reg,5006.7,1595.19,1178.408,5674.349,9785.023,8151.618,27363.877,18339.573,9636.842
