,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAE,MAE,MAE,MAE,MAE,MAE,MAE,MAE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,6.761,3.39,2.74,2.774,6.416,3.093,15.51,16.96,7.206
GradientBoosting,6.803,2.896,1.908,2.339,4.81,3.161,15.123,19.254,7.037
LinearSVR,21.572,25.911,4.761,5.509,3.387,1.275,17.177,19.495,12.386
DecisionTree,7.353,3.517,1.143,2.272,5.182,5.69,15.093,19.117,7.421
BayesianRidge,8.288,1.271,3.924,6.46,5.073,2.487,15.287,16.503,7.412
LSTM,3.607,2.497,3.543,2.043,1.749,1.302,17.832,22.025,6.825
