,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,139.707,242.336,0.511,0.662,0.506,5.005,11.658,13.303,51.711
HAT_Reg,51.529,282.145,0.514,0.663,0.506,5.005,11.658,13.303,45.666
ARF_Reg,112.418,465.899,0.496,0.588,0.689,9.226,10.561,1.577,75.182
PA_Reg,1167.857,1417.003,2.067,3.341,75.148,248.214,48.424,18.646,372.587
