,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,24.633,577.637,7.983,3.669,0.329,0.628,0.342,0.2,76.928
HAT_Reg,100.897,545.511,7.928,3.668,0.328,0.628,0.342,0.2,82.438
ARF_Reg,81.968,433.127,48.947,1.421,0.233,0.532,0.51,3.39,71.266
PA_Reg,9.289,261.997,153.208,4.593,4.36,4.541,5.334,9.986,56.663
