,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
RandomForest,2.591,1.419,0.736,0.925,0.439,0.359,1.041,7.827,1.917
GradientBoosting,0.975,1.832,0.766,0.839,0.322,0.494,0.452,3.302,1.123
LinearSVR,1087.796,1281.705,0.746,0.919,6.162,6.997,3.836,1.332,298.687
DecisionTree,1.114,0.822,0.709,0.912,0.793,0.507,0.437,2.429,0.965
BayesianRidge,82.63,8.315,0.625,0.698,3.194,8.937,7.615,11.357,15.421
LSTM,2.639,1.033,0.883,0.908,0.797,3.902,10.767,4.74,3.209
