,PretrainDays,RandomForest,GradientBoosting,LinearSVR,DecisionTree,BayesianRidge,LSTM
0,30,0.407,0.082,0.015,0.014,0.016,21.003
1,240,0.75,0.394,0.052,0.02,0.035,24.448
