,date,Country,Milestone,y_true,pred_RandomForest,pred_GradientBoosting,pred_LinearSVR,pred_DecisionTree,pred_BayesianRidge,pred_LSTM
0,2020-05-02,Lebanon,30,5.2,7.803571997446994,5.132955317706734,26.396182651554625,9.7,-5.995655854254867,10.406067848205566
1,2020-05-03,Lebanon,30,5.1,6.501954023754025,5.462322276660073,7.02270309572673,5.5,-3.418625084340132,6.895750999450684
2,2020-05-04,Lebanon,30,4.9,6.323570487845488,4.47012864148789,17.63848522280663,4.8,-9.673214656422758,2.2787981033325195
3,2020-05-05,Lebanon,30,4.4,5.320311699411701,4.5850709768483595,-18.345549308696725,4.8,-11.539266553499054,1.8546291589736938
4,2020-05-06,Lebanon,30,3.7,5.372624000999002,4.295627360401321,26.410688985857355,4.8,-10.055896792695101,0.5299914479255676
5,2020-05-07,Lebanon,30,4.3,5.179448387723388,4.3702885351706975,-36.11521185562769,4.8,-9.36170640001102,0.5151308178901672
6,2020-05-08,Lebanon,30,7.4,5.570293120768122,5.684469275921166,5.17845290348112,5.6,-6.2731508157718565,0.6272984743118286
7,2020-05-09,Lebanon,30,7.9,5.106477969252969,4.747672157160212,-21.948303498587673,5.5,-6.9957133141832415,0.5230217576026917
8,2020-05-10,Lebanon,30,8.8,4.951280097680098,4.239169421194973,-2.9277920744500765,4.5,-1.9336831130016456,0.5504980087280273
9,2020-05-11,Lebanon,30,12.0,4.863166461316462,4.113554246383778,31.144962679254657,4.8,-0.8269765719649236,0.6167649626731873
10,2020-05-12,Lebanon,30,13.0,4.890402175602176,4.246938127601701,26.102388711687873,4.8,3.999378015448208,0.5214369893074036
11,2020-05-13,Lebanon,30,13.7,4.889633127983129,4.20159644881396,62.69010982532404,4.8,7.43271947392451,0.5810930132865906
12,2020-05-14,Lebanon,30,14.1,5.258785264735267,4.395928190360664,44.62601304920587,4.8,8.722354756240167,0.5940389633178711
13,2020-05-15,Lebanon,30,14.6,5.59799600954601,4.331689419305231,58.63687430548846,4.8,9.246983000091141,0.5264316201210022
14,2020-05-16,Lebanon,30,15.0,5.410682334332336,4.283366552565221,11.540304602526106,4.5,9.166992092481108,0.5140087604522705
15,2020-05-17,Lebanon,30,15.2,5.5245720168720185,4.448312476221646,44.63941214008828,4.8,11.136942186697942,0.8076080083847046
16,2020-05-18,Lebanon,30,12.7,5.3693227213962516,4.582740279432207,70.22980245374079,4.8,10.377979661515951,0.9215785264968872
17,2020-05-19,Lebanon,30,13.5,7.154381954156953,4.854267431261116,23.813032325644436,4.6,7.173406169981613,1.3218214511871338
18,2020-05-20,Lebanon,30,14.5,6.283906404706406,4.918467309677229,12.869173014301618,4.8,9.015817268617688,1.0811887979507446
19,2020-05-21,Lebanon,30,11.6,6.269923518148519,4.109415511498262,24.113367579883672,4.8,6.520948206817911,1.3441851139068604
20,2020-05-22,Lebanon,30,16.5,5.332311699411702,4.606268244436974,5.967783966970562,4.8,5.086852070824527,6.185754776000977
21,2020-05-23,Lebanon,30,21.6,5.36491050893551,4.296467153976545,33.63981178255079,4.8,3.82653454412808,3.503359794616699
22,2020-05-24,Lebanon,30,21.9,5.608499370074372,5.185374611302516,-6.349876392064946,4.8,7.729689438848741,8.368924140930176
23,2020-05-25,Lebanon,30,22.8,6.163282009657007,5.631291762848196,23.291917666580506,6.8,6.373350377956216,11.380602836608887
24,2020-05-26,Lebanon,30,22.8,5.570216064491066,4.870098968830297,2.4223663068208996,5.5,9.608490600598309,11.873394012451172
25,2020-05-27,Lebanon,30,23.8,5.513630097680099,4.647941119696665,25.01910201794165,4.8,9.139535306808492,12.698128700256348
26,2020-05-28,Lebanon,30,25.0,5.3004338325073626,4.744135427388613,8.531753439146001,4.8,12.987084597987856,13.634376525878906
27,2020-05-29,Lebanon,30,23.7,7.231312662337659,7.705236655569864,57.10170693385393,4.6,10.33573313011157,12.93563175201416
28,2020-05-30,Lebanon,30,21.8,6.765071916971916,4.976562002251003,1.2537636049629874,4.8,13.196423453970134,11.822311401367188
29,2020-05-31,Lebanon,30,23.0,6.854087018537014,4.493706755615035,49.497957030570504,4.8,13.855502208954,14.015113830566406
30,2020-06-01,Lebanon,60,19.6,20.584433090141435,20.2876906707393,8.19591206154733,25.0,22.41316842173712,12.347701072692871
31,2020-06-02,Lebanon,60,14.7,20.023634035685546,18.322865531534784,11.19483007335248,12.0,22.26728716437057,11.23801040649414
32,2020-06-03,Lebanon,60,14.5,19.49228799110155,17.14487695561618,55.362541871795344,15.2,21.968044599592915,11.145406723022461
33,2020-06-04,Lebanon,60,14.2,19.202120777087014,18.816501318435808,106.50208192278373,23.0,20.82688964746978,10.357419967651367
34,2020-06-05,Lebanon,60,18.7,20.32164967157398,20.623119797646428,133.75185309020534,21.8,20.490913196929597,10.3298921585083
35,2020-06-06,Lebanon,60,17.2,20.95369424666267,17.750775907284062,160.16280466094167,4.4,20.44080396473521,9.923593521118164
36,2020-06-07,Lebanon,60,15.9,20.98247048100421,15.141508559894904,203.84177861278545,15.2,20.761181126793666,6.6236724853515625
37,2020-06-08,Lebanon,60,16.3,19.454996764209657,14.932470537876258,229.88345012005183,12.7,20.203524420036373,4.664068698883057
38,2020-06-09,Lebanon,60,17.8,21.146530037714225,15.166263539305668,247.22684652994874,15.2,20.686220148224315,7.792905807495117
39,2020-06-10,Lebanon,60,17.7,20.320823817273546,15.010145195128777,268.53048264767295,12.0,20.155895939783953,5.05499267578125
40,2020-06-11,Lebanon,60,16.8,21.269369540302755,16.038821069553624,288.6787936374649,16.5,20.728257999383462,6.7416768074035645
