,date,Country,Milestone,y_true,pred_RandomForest,pred_GradientBoosting,pred_LinearSVR,pred_DecisionTree,pred_BayesianRidge,pred_LSTM
0,2020-04-28,Sweden,30,568.4,582.4247076932056,603.5499432813679,161.13707070371376,564.1,583.1446518919477,486.93499755859375
1,2020-04-29,Sweden,30,589.4,580.1656675469956,613.6933259631812,1633.749990568313,564.1,588.7766852122904,486.285888671875
2,2020-04-30,Sweden,30,630.5,590.7536459715121,621.641940180076,2366.5522520376962,564.1,610.6196092824937,486.5247497558594
3,2020-05-01,Sweden,30,648.0,594.509362085137,629.8316957989978,3341.382193422086,564.1,622.2453449040407,485.3738708496094
4,2020-05-02,Sweden,30,630.5,594.509362085137,601.0389368519468,2914.1882593933615,580.9,626.8770111901566,484.5389099121094
5,2020-05-03,Sweden,30,588.2,594.509362085137,634.6313916472025,2955.6856843765872,564.1,641.8462986076801,483.94915771484375
6,2020-05-04,Sweden,30,538.5,594.509362085137,634.3478697996763,2986.523196865574,564.1,658.1547690797306,482.1249084472656
7,2020-05-05,Sweden,30,508.2,594.509362085137,629.8078931004281,2684.827064706344,564.1,690.3688410472437,482.33099365234375
8,2020-05-06,Sweden,30,526.6,594.509362085137,634.0809454019204,2917.3698067540126,564.1,718.4869240957821,478.2467041015625
9,2020-05-07,Sweden,30,571.1,594.509362085137,617.0762640259547,3865.7345853862744,564.1,771.3769332987355,477.5191955566406
10,2020-05-08,Sweden,30,593.2,594.509362085137,625.1372422848763,4661.366879225427,564.1,805.9675257584543,475.5310974121094
11,2020-05-09,Sweden,30,589.0,594.509362085137,625.1372422848763,4268.558881953808,564.1,829.6225010467917,477.1344909667969
12,2020-05-10,Sweden,30,560.0,594.509362085137,625.4687772365376,4936.7357382287155,564.1,875.6176057199912,476.9876403808594
13,2020-05-11,Sweden,30,524.3,594.509362085137,634.0809454019204,5328.96921446399,564.1,916.8963430236216,478.49688720703125
14,2020-05-12,Sweden,30,516.6,594.509362085137,625.0588748508935,3944.67660877286,564.1,954.04566143266,470.4277648925781
15,2020-05-13,Sweden,30,562.1,594.509362085137,625.0588748508935,5342.429323533157,564.1,1013.5332945068014,437.81060791015625
16,2020-05-14,Sweden,30,605.8,594.509362085137,625.0588748508935,7370.607092617514,564.1,1083.9905044433972,360.3871765136719
17,2020-05-15,Sweden,30,623.8,594.509362085137,625.0588748508935,7180.335752891624,564.1,1089.3330266001803,298.69464111328125
18,2020-05-16,Sweden,30,626.9,594.509362085137,625.1372422848763,6287.409825258048,564.1,1092.0042285540094,326.8275146484375
19,2020-05-17,Sweden,30,588.2,594.509362085137,625.994758102169,8078.145092089042,564.1,1092.2369380688156,248.53060913085938
20,2020-05-18,Sweden,30,535.7,594.509362085137,625.994758102169,10215.572648624357,564.1,1144.9713759646131,310.8193664550781
21,2020-05-19,Sweden,30,508.7,594.509362085137,625.994758102169,7523.949480629383,564.1,1162.2286470839103,290.4922790527344
22,2020-05-20,Sweden,30,524.4,594.509362085137,625.994758102169,8428.502879111546,564.1,1198.804352493053,260.213134765625
23,2020-05-21,Sweden,30,577.3,594.509362085137,625.0588748508935,11700.647807444588,564.1,1219.02598719887,192.19216918945312
24,2020-05-22,Sweden,30,592.8,594.509362085137,625.994758102169,14291.504123936673,564.1,1228.6975438128343,126.53345489501953
25,2020-05-23,Sweden,30,570.6,594.509362085137,625.994758102169,13459.909438640847,564.1,1230.5333075362055,34.675331115722656
26,2020-05-24,Sweden,30,541.1,594.509362085137,625.994758102169,12876.579159421519,564.1,1189.8111770528908,49.305423736572266
27,2020-05-25,Sweden,30,496.4,594.509362085137,625.994758102169,9618.600331610092,564.1,1151.996082573272,59.13738250732422
28,2020-05-26,Sweden,30,476.7,594.509362085137,625.994758102169,11767.706955916536,564.1,1161.0446216249034,55.25925064086914
29,2020-05-27,Sweden,30,515.5,594.509362085137,625.994758102169,14838.151413818714,564.1,1190.421604966542,63.91770935058594
30,2020-05-28,Sweden,60,569.6,563.5141651098772,536.6768175665293,-311.9093972782605,515.5,520.5126499350715,573.0335083007812
31,2020-05-29,Sweden,60,604.0,565.3567316683187,568.473148906892,-503.27291941847307,524.4,531.0379435261907,573.0277099609375
32,2020-05-30,Sweden,60,614.7,564.790348195355,546.566574314565,-744.7519237620575,476.7,510.2988166157902,573.0232543945312
33,2020-05-31,Sweden,60,577.1,564.1509587216708,545.4135332021254,-1407.8847133087695,476.7,469.14601553687896,573.00146484375
34,2020-06-01,Sweden,60,542.6,563.5141651098772,542.3896765879739,-2459.5337190081486,476.7,425.93080136851347,572.9966430664062
35,2020-06-02,Sweden,60,554.2,560.1037464209447,515.1850462275772,-1689.248054769704,524.4,399.91015756580356,572.967529296875
36,2020-06-03,Sweden,60,603.9,560.1037464209447,510.42933501712736,-857.0000385910976,524.4,414.5916378711981,572.9716796875
37,2020-06-04,Sweden,60,687.5,563.5141651098772,544.6451320051617,-2188.873905666298,476.7,454.5161538917245,573.0250244140625
38,2020-06-05,Sweden,60,742.2,564.1509587216708,548.2339789164538,-3233.0648733340854,524.4,472.73866785731093,572.974609375
39,2020-06-06,Sweden,60,782.2,564.790348195355,552.936728694912,-2809.9630614572975,476.7,452.4778173059003,572.829345703125
40,2020-06-07,Sweden,60,780.2,563.5141651098772,545.1642996900138,-1389.198952636749,476.7,405.9418985316955,572.5895385742188
41,2020-06-08,Sweden,60,749.0,563.5141651098772,534.946128803555,-1637.4669616882634,476.7,349.013541029736,570.8034057617188
