,date,Country,Milestone,y_true,pred_HT_Reg,pred_HAT_Reg,pred_ARF_Reg,pred_PA_Reg
0,2020-05-03,Pakistan,30,935.4,775.7807488803069,755.0340786273722,935.3348382073307,935.4665215821458
1,2020-05-04,Pakistan,30,903.1,1251.8641816991528,1202.2269983884541,1380.2790196478468,2929.737978564311
2,2020-05-05,Pakistan,30,956.1,1158.8873298714993,1022.7468860739511,1545.919373947238,1103.2526719917448
3,2020-05-06,Pakistan,30,982.7,1714.6702510939765,1734.0666473787583,1957.0009162470706,2423.780974154897
4,2020-05-07,Pakistan,30,1074.5,1990.7535066728913,1691.9179194981168,2836.4374995703415,3748.430609628123
5,2020-05-08,Pakistan,30,1175.8,2301.718401085036,2218.3663789472575,2793.1842444423346,2172.918817399444
6,2020-05-09,Pakistan,30,1258.9,2765.834946454671,2595.358670547811,3688.874241711731,3079.4111359509157
7,2020-05-10,Pakistan,30,1370.6,3170.8426182864214,2911.8984897691244,4692.411182335336,1913.57270241558
8,2020-05-11,Pakistan,30,1412.4,4559.859358226458,3481.262932137998,6418.679239741858,2026.5097214054379
9,2020-05-12,Pakistan,30,1396.7,4954.140060127421,3238.608912369584,6651.988002883041,964.3566294134466
10,2020-05-13,Pakistan,30,1523.3,4814.88872899192,5435.621457751695,6935.946980983885,3160.972233478914
11,2020-05-14,Pakistan,30,1560.2,7604.91384874818,4862.296591892169,9202.281285153207,3648.4366527387792
12,2020-05-15,Pakistan,30,1571.7,5176.838472688749,5547.310187084662,7840.872942579603,2402.362171861909
13,2020-05-16,Pakistan,30,1624.9,6946.695809883497,6702.602138611935,11421.946887269325,4440.815811179682
14,2020-05-17,Pakistan,30,1607.8,9471.740122486572,7266.24088614677,12479.848285112565,4126.903968117895
15,2020-05-18,Pakistan,30,1628.8,6204.541898744429,6604.315044341225,9839.422273395696,84.56856196291844
16,2020-05-19,Pakistan,30,1649.2,9416.234691518359,7508.366864069375,13541.501285003478,181.435038850812
17,2020-05-20,Pakistan,30,1643.3,9941.617649896782,9389.335935451854,15476.744991958976,3524.3089788155485
18,2020-05-21,Pakistan,30,1715.0,7945.136027389139,7626.06730375176,13050.73535340768,13511.886801235483
19,2020-05-22,Pakistan,30,1861.3,8860.909938421002,7328.7853493973325,12416.512237240104,12176.048119843192
20,2020-05-23,Pakistan,30,1810.1,9375.959247696353,8549.872528723035,14137.345966781484,6021.617842541461
21,2020-05-24,Pakistan,30,1881.3,12677.954711204911,9201.929356476132,17266.24840241629,7205.180347475246
22,2020-05-25,Pakistan,30,1913.1,11239.757032147161,12413.79762406507,18120.550185849097,8189.011406946367
23,2020-05-26,Pakistan,30,1890.6,15369.111771399126,11777.515355910928,22065.253628969553,6053.434956383098
24,2020-05-27,Pakistan,30,1900.0,16305.686023176371,10793.299691345002,23140.046929815777,6328.937783701252
25,2020-05-28,Pakistan,30,1910.2,13964.844382930301,13149.16091273512,20876.88225923612,7591.203671861589
26,2020-05-29,Pakistan,30,2006.2,17739.58368661277,18900.1067402748,23783.970279494442,7532.87710985157
27,2020-05-30,Pakistan,30,2055.9,14644.96374464635,17636.17813868022,25444.68473071254,6099.802381441636
28,2020-05-31,Pakistan,30,2140.5,17558.782403651792,11475.332261908523,30734.952233634394,7306.669997328988
29,2020-06-01,Pakistan,30,2176.6,25980.57646910863,11442.456508630363,34660.582055369625,10380.927937367045
30,2020-06-02,Pakistan,60,2396.1,2370.431105119132,2372.619008912899,-2351.160062868754,2396.0021059787437
31,2020-06-03,Pakistan,60,2586.2,1895.9122093518763,2150.3168660918127,-959.6244941979301,20937.70410242376
32,2020-06-04,Pakistan,60,2891.5,2623.0167143535423,2582.5476989374724,-2431.5186769650077,21457.539261933653
33,2020-06-05,Pakistan,60,3154.4,2453.405340905995,2660.5823916867653,-1367.1618992765068,16041.805344423423
34,2020-06-06,Pakistan,60,3483.2,2151.13433265524,2655.8654188138134,-1472.9682002889128,11511.16814007951
35,2020-06-07,Pakistan,60,3771.6,3351.912261424836,3279.7679733543805,-6386.937623536362,10140.81330342125
36,2020-06-08,Pakistan,60,3964.3,2256.429444853267,3480.0994871118214,767.2063308771867,24390.142294139532
37,2020-06-09,Pakistan,60,4186.0,3495.049809823568,3782.819022223244,-13071.909749706441,20184.677046311088
38,2020-06-10,Pakistan,60,4420.6,3454.716921797854,6001.9331393363855,-7091.766822300031,18853.511805444843
39,2020-06-11,Pakistan,60,4707.6,4811.987717350076,5249.256148828343,-14728.253910172543,23148.01839253736
40,2020-06-12,Pakistan,60,4953.5,5097.910310178979,5934.595305878168,-16842.001826569627,25073.321893443008
41,2020-06-13,Pakistan,60,5194.2,7661.499740252477,9752.304977351201,-29166.35420956381,23633.145119343255
42,2020-06-14,Pakistan,60,5396.6,6103.609293470806,6939.857491835772,-19952.67993520026,21934.439851787538
43,2020-06-15,Pakistan,60,5522.9,7137.72418261962,7997.925229491163,-28698.794859002177,29098.917542960782
44,2020-06-16,Pakistan,60,5493.8,8543.983178770413,10710.224796683682,-29298.814030671332,28130.40425215747
45,2020-06-17,Pakistan,60,5581.7,6586.489592544229,8239.875883056578,-16682.526651361393,37714.9320592668
46,2020-06-18,Pakistan,60,5644.7,7532.412666888764,8381.294969662733,-33560.56298530952,34117.365288172914
47,2020-06-19,Pakistan,60,5674.5,8768.196505316551,9433.574697274245,-38007.04581011803,40929.57278940312
48,2020-06-20,Pakistan,60,5796.4,7759.098636982611,11007.291451665684,-27424.164377415917,36303.547847197544
49,2020-06-21,Pakistan,60,5708.1,9080.419398466218,10190.326008525411,-29029.655130945706,24222.265030555838
50,2020-06-22,Pakistan,60,5515.5,8250.954138835905,11379.849808632498,-30801.9429406872,44063.36177390237
51,2020-06-23,Pakistan,60,5262.9,8219.476280393123,10283.157547557805,-42775.795086086466,37565.99763497102
52,2020-06-24,Pakistan,60,4969.6,6812.3146875359635,8289.939430131506,-43253.42290244323,25672.44462151452
53,2020-06-25,Pakistan,60,4849.2,12421.061349148122,16937.883323590053,-63247.92985641693,28373.040742477388
54,2020-06-26,Pakistan,60,4682.4,10956.799716582726,16817.948910499188,-45530.74490564523,20791.48934075486
55,2020-06-27,Pakistan,60,4412.3,12509.414511154742,11347.54614756243,-42843.34456802396,35438.37322004349
56,2020-06-28,Pakistan,60,4283.7,16480.294777491075,16749.402174463336,-63918.451604595044,30829.215159476647
57,2020-06-29,Pakistan,60,4145.0,14137.472637127166,20523.600994168228,-79540.61226137992,24283.546794781287
58,2020-06-30,Pakistan,60,3767.1,10622.106017512355,24612.780968917406,-71114.80255066446,32956.73236190099
59,2020-07-01,Pakistan,60,3685.3,15901.611813963389,21377.68762810338,-74829.98391531447,44096.177191803006
60,2020-07-02,Pakistan,90,3672.1,3264.2715451104154,3252.517419282145,7643.226901873634,3672.0000158071866
61,2020-07-03,Pakistan,90,3686.2,4604.941483434221,4590.919264529224,7210.052226395494,-1476.2635293933765
62,2020-07-04,Pakistan,90,3635.7,4640.501026851402,4631.629876143043,7111.22788173008,-5802.785187336083
63,2020-07-05,Pakistan,90,3550.4,3403.9922776299445,3402.8855029939045,7416.065990764377,-19102.640610192102
64,2020-07-06,Pakistan,90,3607.3,2998.542517304508,2994.102250612962,7536.77455780158,-22040.993406544687
65,2020-07-07,Pakistan,90,3562.6,3117.5746431522066,3106.4868050918694,7827.288198160635,-23545.803005171452
66,2020-07-08,Pakistan,90,3453.4,3326.581076702904,3325.8811111632226,8156.934936829019,-20215.73058069803
67,2020-07-09,Pakistan,90,3433.6,3413.6738869712267,3405.0035509680088,8539.387505428469,-13246.83395657825
68,2020-07-10,Pakistan,90,3426.2,3924.6152992875627,3916.225370992267,9061.277656551272,-21274.164522674808
