,date,Country,Milestone,y_true,pred_HT_Reg,pred_HAT_Reg,pred_ARF_Reg,pred_PA_Reg
3201,2020-07-28,Iran,120,2416.6,1866.27961121762,1866.27961121762,2226.036979106424,-2399.714271627051
3202,2020-07-29,Iran,120,2466.7,1823.390352986392,1823.390352986392,2444.462172546615,25492.12040353117
3203,2020-07-30,Iran,120,2512.1,1888.70777174976,1888.70777174976,2427.5298876281113,-13347.4410621339
3204,2020-07-31,Iran,120,2532.8,2007.0329491677626,2007.0329491677626,2440.54968648263,6218.988389574599
3205,2020-08-01,Iran,120,2537.7,2124.9515836090395,2124.9515836090395,2442.7293314860954,-7659.90790614146
3206,2020-08-02,Iran,120,2533.9,2101.8436466911303,2101.8436466911303,2446.8803535635066,-13957.335055751644
3207,2020-08-03,Iran,120,2540.3,2245.3945686561515,2245.3945686561515,2463.3461136810533,3738.987766773447
3208,2020-08-04,Iran,120,2551.2,2349.9214891758515,2349.9214891758515,2486.5428386704652,-3237.7549076548116
3209,2020-08-05,Iran,120,2594.7,2492.9651151504086,2492.9651151504086,2542.896395622567,6134.212676160611
3210,2020-08-16,Iran,120,2358.7,2309.388288839492,2309.388288839492,2145.3899440402374,13536.276798399924
3211,2020-08-17,Iran,120,2308.6,2391.1128248774608,2391.1128248774608,2351.3649731142364,-13525.48569158001
3212,2020-08-18,Iran,120,2288.3,2458.0572257587955,2458.0572257587955,2303.833087951358,6501.853523284572
3213,2020-08-19,Iran,120,2314.3,2448.474002106491,2448.474002106491,2259.6096555118356,-2464.4812944022788
3214,2020-08-20,Iran,120,2112.3,2380.3662209975582,2380.3662209975582,2292.0994799440896,7816.060928381022
3215,2020-08-21,Iran,120,2371.4,2454.227736128233,2454.227736128233,2182.967683826011,-4275.050488417308
3216,2020-08-22,Iran,120,2357.5,2301.272197657124,2301.272197657124,2300.6047535260604,15673.81501656569
3217,2020-08-23,Iran,120,2309.3,2335.059869727594,2335.059869727594,2297.5497395407137,12210.59527557946
3218,2020-08-24,Iran,120,2258.1,2383.2777889680783,2383.2777889680783,2294.067464256399,-5267.466912940723
3219,2020-08-25,Iran,120,2008.0,2327.5503427907,2327.5503427907,2162.666369622696,22420.63549420494
3220,2020-07-27,Belgium,120,295.7,1230.9417593162011,1230.9417593162011,412.1669933451476,533.9680040856061
3221,2020-07-28,Belgium,120,327.8,1228.0569554153767,1228.0569554153767,294.4431145599451,-3623.7804606455056
3222,2020-07-29,Belgium,120,383.3,1206.4852067521565,1206.4852067521565,559.5530490610975,6669.1079051962115
3223,2020-07-30,Belgium,120,447.2,1160.6509848839921,1160.6509848839921,470.7604772473968,1929.4312378615527
3224,2020-07-31,Belgium,120,466.4,1068.6579300734961,1068.6579300734961,351.34800514634367,3082.0058913120783
3225,2020-08-01,Belgium,120,520.3,1126.6231486226188,1126.6231486226188,240.6609132733032,-6397.828945026733
3226,2020-08-02,Belgium,120,495.9,1085.1673851176029,1085.1673851176029,240.13230748898786,1859.6416395414703
3227,2020-08-03,Belgium,120,466.8,1114.5933514669518,1114.5933514669518,176.18644485337984,243.60204441153056
3228,2020-08-04,Belgium,120,496.6,1084.6997445749244,1084.6997445749244,355.2550607330826,-3083.9357641226707
3229,2020-08-05,Belgium,120,555.1,1122.4087606539379,1122.4087606539379,487.9817584450956,7894.122886346879
3230,2020-08-16,Belgium,120,558.5,1072.0219871052748,1072.0219871052748,282.08088818445333,-159.62236244093685
3231,2020-08-17,Belgium,120,494.8,1086.7660783085485,1086.7660783085485,273.0216106758893,-4335.497741504287
3232,2020-08-18,Belgium,120,488.4,1056.746464690441,1056.746464690441,310.3733285557215,2368.0967093227973
3233,2020-08-19,Belgium,120,530.5,1100.796699722086,1100.796699722086,286.87563709916753,646.0525238934608
3234,2020-08-20,Belgium,120,579.5,1020.9639524572432,1020.9639524572432,459.018284910302,1502.2670114599778
3235,2020-08-21,Belgium,120,550.3,1000.0074534228191,1000.0074534228191,394.2426461203122,1628.2202253384655
3236,2020-08-22,Belgium,120,529.5,1013.8163029332708,1013.8163029332708,95.3949726757495,-1094.5746625408449
3237,2020-08-23,Belgium,120,488.9,987.8979657541494,987.8979657541494,421.792959093562,-1275.033525024715
3238,2020-08-24,Belgium,120,433.5,1001.1845958574934,1001.1845958574934,422.65720145596254,2158.620094218564
3239,2020-08-25,Belgium,120,435.5,985.6726648475465,985.6726648475465,385.90567891830597,2317.2013984520217
3240,2020-07-29,Iraq,120,2511.2,162.75097185403638,162.75097185403638,1664.9317041134111,-5249.17607452227
3241,2020-07-30,Iraq,120,2577.0,212.39082702578185,212.39082702578185,2057.224449152841,-3199.1758213801068
3242,2020-07-31,Iraq,120,2657.0,129.908023865293,129.908023865293,2338.530939212148,148.2337452954662
