,0,1,2,3,4,5,6,7,mean
EvaluationMeasurement,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,MAPE,
PretrainDays,30.0,60.0,90.0,120.0,150.0,180.0,210.0,240.0,135.0
HT_Reg,26.879,57.679,0.341,0.194,0.519,0.103,0.448,0.62,10.848
HAT_Reg,12.899,77.253,0.354,0.194,0.519,0.103,0.448,0.62,11.549
ARF_Reg,1.824,2.473,0.489,0.202,0.532,0.54,0.417,0.544,0.878
PA_Reg,79.974,249.268,8.037,35.335,194.068,20.012,17.645,5.898,76.28
